0	0	532.4
1	0	529.3
2	0	526
3	0	520
4	0	519.5
5	0	519.3
6	0	520.3
7	0	521.4
8	0	522
9	0	521.5
10	0	521.6
11	0	521.6
12	0	521.1
13	0	520.9
14	0	521.1
15	0	520.9
16	0	520.8
17	0	520.4
18	0	520.4
19	0	520.5
20	0	520.7
21	0	520.2
22	0	517.3
23	0	514.1
24	0	512.1
25	0	507.7
26	0	510.8
27	0	511.6
28	0	511.1
29	0	505.1
30	0	502.1
31	0	519.4
32	0	520.8
33	0	528.8
34	0	530.1
35	0	534.4
36	0	540.8
37	0	546.8
38	0	550.5
39	0	551.2
40	0	550.4
41	0	548
42	0	542.1
43	0	533.4
44	0	529.1
45	0	528.9
46	0	528.9
47	0	529.3
48	0	540
49	0	540
50	0	544.6
51	0	560
52	0	551.7
53	0	540.6
54	0	539.9
55	0	547
56	0	556.6
57	0	561.6
58	0	563.2
59	0	561.5
60	0	552.6
61	0	539
62	0	535.5
63	0	532.1
64	0	529.4
65	0	527.7
66	0	528.1
67	0	525.6
68	0	520
69	0	520
70	0	520
71	0	521
72	0	526.9
73	0	532.8
74	0	538.2
75	0	541.6
76	0	547.8
77	0	553.4
78	0	540
79	0	540
80	0	540.1
81	0	527.5
82	0	520
83	0	520
84	0	519.3
85	0	519.5
86	0	519.3
87	0	521.2
88	0	529.1
89	0	537
90	0	540.8
91	0	540.5
92	0	544.2
93	0	540.7
94	0	540
95	0	539.8
96	0	540
97	0	540.9
98	0	542.6
99	0	542.4
100	0	540.2
101	0	540
102	0	529.4
103	0	530
104	0	541.1
105	0	543.6
106	0	560
107	0	550.6
108	0	541.9
109	0	534.7
110	0	529.9
111	0	530
112	0	533.2
113	0	534.4
114	0	532.2
115	0	537.9
116	0	540
117	0	547.6
118	0	554.9
119	0	560
120	0	560.2
121	0	560.8
122	0	562.4
123	0	561.4
124	0	560
125	0	554
126	0	548.6
127	0	543.9
128	0	544
129	0	540.2
130	0	539.4
131	0	539.3
132	0	540.7
133	0	539.6
134	0	539.1
135	0	541.3
136	0	545.9
137	0	547.4
138	0	544.3
139	0	543.3
140	0	549.6
141	0	551.1
142	0	555
143	0	558.6
144	0	560.4
145	0	560.8
146	0	560
147	0	561.7
148	0	559.1
149	0	558.6
0	1	531.2
1	1	525.2
2	1	520
3	1	519.3
4	1	517.3
5	1	517.3
6	1	519.5
7	1	520.3
8	1	521
9	1	520.7
10	1	520.7
11	1	520.5
12	1	520.1
13	1	520
14	1	520
15	1	520
16	1	519.2
17	1	519.2
18	1	518.7
19	1	520
20	1	520.4
21	1	521
22	1	520.6
23	1	520.1
24	1	518.8
25	1	517.3
26	1	518.7
27	1	520
28	1	521.1
29	1	520
30	1	515.6
31	1	518.5
32	1	520
33	1	533.5
34	1	541.5
35	1	540.9
36	1	542.4
37	1	547.2
38	1	550
39	1	550.2
40	1	547.4
41	1	543.8
42	1	536.4
43	1	528.8
44	1	528.9
45	1	529
46	1	532.4
47	1	537.8
48	1	539.6
49	1	546
50	1	555.5
51	1	560.7
52	1	560.4
53	1	550.2
54	1	540
55	1	545.7
56	1	556.2
57	1	561.4
58	1	562.7
59	1	561.3
60	1	554.3
61	1	541.9
62	1	536.6
63	1	534.7
64	1	530
65	1	528
66	1	527
67	1	523.9
68	1	520.2
69	1	520
70	1	520
71	1	526.3
72	1	532.5
73	1	538.9
74	1	541.2
75	1	544.4
76	1	558.7
77	1	560
78	1	540
79	1	540
80	1	536.3
81	1	524
82	1	519.3
83	1	519.3
84	1	519.3
85	1	519.3
86	1	520
87	1	526.4
88	1	534.8
89	1	540.3
90	1	540
91	1	540
92	1	549.9
93	1	546.3
94	1	540
95	1	539.9
96	1	540
97	1	541.2
98	1	543.9
99	1	544.6
100	1	540.5
101	1	539.9
102	1	530
103	1	529.4
104	1	540
105	1	552.5
106	1	560.5
107	1	558.9
108	1	549
109	1	538.6
110	1	529.9
111	1	532.3
112	1	540
113	1	540.1
114	1	540
115	1	538.7
116	1	539.5
117	1	547
118	1	554.8
119	1	560
120	1	560.2
121	1	560.9
122	1	563.7
123	1	561.4
124	1	560
125	1	555.5
126	1	549.5
127	1	549
128	1	549.2
129	1	540
130	1	539.3
131	1	540
132	1	544.8
133	1	544.8
